rank,canonical_name,rxcui,priority_score,category
2380,ACETAMINOPHEN,856980,21,
2381,HALOPERIDOL,310671,21,
2382,OXCARBAZEPINE,312138,21,
2383,CHAMOMILE,1309226,21,
2384,ARSENIC TRIIODIDE,1309691,21,
2385,MENTHOL,311498,21,
2386,MINERAL OIL,705909,21,
2387,HYDROCORTISONE,310687,21,
2388,PROPRANOLOL HYDROCHLORIDE,856519,21,
2389,MYCOPHENOLATE MOFETIL,199058,21,
2390,ZAVEGEPANT HYDROCHLORIDE,2637974,21,
2391,.ALPHA.-KETOGLUTARIC ACID,17511,21,
2392,CAPSAICIN,2722414,21,
2393,ARIPIPRAZOLE,349545,21,
2394,CAMPHOR (SYNTHETIC),1089831,21,
2395,ATROPINE SULFATE,1046787,21,
2396,DISOPYRAMIDE PHOSPHATE,309958,21,
2397,ASPIRIN,994435,21,
2398,DILTIAZEM HYDROCHLORIDE,830801,21,
2399,NEPAFENAC,578044,20,
2400,BETHANECHOL CHLORIDE,857321,20,
2401,SODIUM FLUORIDE,313036,20,
2402,BRIVARACETAM,1739761,20,
2403,CEPHALEXIN,637173,20,
2404,NALOXONE HYDROCHLORIDE,203192,20,
2405,ZINC OXIDE,198911,20,
2406,LANREOTIDE ACETATE,749811,20,
2407,ANHYDROUS CITRIC ACID,221946,20,
2408,FLURBIPROFEN SODIUM,1243585,20,
2409,OSTREA EDULIS SHELL,1438113,20,
2410,CALCIUM,1895,20,
2411,TOPIRAMATE,1436239,20,
2412,BIFENTHRIN,2475177,20,
2413,CARBIDOPA,197445,20,
2414,PERMETHRIN,106387,20,
2415,SAPROPTERIN DIHYDROCHLORIDE,1486687,20,
2416,NYSTATIN,1053697,20,
2417,NEOSTIGMINE METHYLSULFATE,311935,20,
2418,METHYLPHENIDATE HYDROCHLORIDE,1091150,20,
2419,RITONAVIR,900575,20,
2420,MIDOSTAURIN,1919088,20,
2421,CALCIUM CARBONATE,1492387,20,
2422,ALCOHOL,1041780,20,
2423,LIDOCAINE HYDROCHLORIDE,2624687,20,
2424,CALCIUM CARBONATE,1741562,20,
2425,CETYLPYRIDINIUM CHLORIDE,2287,20,
2426,PREGABALIN,483450,20,
2427,DIMETHICONE,283411,20,
2428,EPINEPHRINE HYDROCHLORIDE,2601579,20,
2429,AMANTADINE HYDROCHLORIDE,849395,19,
2430,DICLOFENAC SODIUM,1359105,19,
2431,SIMVASTATIN,314231,19,
2432,SUMATRIPTAN SUCCINATE,313160,19,
2433,1,2-NAPHTHOQUINONE,1661328,19,
2434,SPIRONOLACTONE,104232,19,
2435,TICAGRELOR,1116635,19,
2436,MINOCYCLINE HYDROCHLORIDE,6979,19,
2437,RIVAROXABAN,2059015,19,
2438,MINERAL OIL,205121,19,
2439,OXYGEN,347856,19,
2440,SODIUM CHLORIDE,1807548,19,
2441,7-KETO-DEHYDROEPIANDROSTERONE,1427084,19,
2442,PROMETHAZINE HYDROCHLORIDE,992475,19,
2443,HYPERICUM PERFORATUM,258326,19,
2444,DEXTROMETHORPHAN HYDROBROMIDE,1095503,19,
2445,HELIUM,997972,19,
2446,WARFARIN SODIUM,855302,19,
2447,ERTAPENEM SODIUM,1734683,19,
2448,PREGABALIN,483444,19,
2449,BENZOIC ACID,18989,19,
2450,POTASSIUM PHOSPHATE, DIBASIC,1928569,19,
2451,POLYMYXIN B SULFATE,244967,19,
2452,NEOSTIGMINE METHYLSULFATE,2105413,19,
2453,POVIDONE-IODINE,211747,19,
2454,POVIDONE-IODINE,238851,19,
2455,CHLOROXYLENOL,1045621,19,
2456,BUTOCONAZOLE NITRATE,890785,19,
2457,NAPHAZOLINE HYDROCHLORIDE,1043658,19,
2458,ACMELLA OLERACEA FLOWERING TOP,1547712,19,
2459,SODIUM MONOFLUOROPHOSPHATE,1038995,18,
2460,POLYVINYL ALCOHOL, UNSPECIFIED,1235569,18,
2461,NEBIVOLOL,387013,18,
2462,OLOPATADINE HYDROCHLORIDE,1797895,18,
2463,SULFAMETHOXAZOLE,10180,18,
2464,MOLINDONE HYDROCHLORIDE,1298816,18,
2465,ATROPINE SULFATE,1190655,18,
2466,LIDOCAINE,1733859,18,
2467,INDOMETHACIN,310992,18,
2468,CEFTRIAXONE SODIUM,1665021,18,
2469,MENTHOL,1086713,18,
2470,IOTHALAMATE MEGLUMINE,5971,18,
2471,FERRIC OXIDE RED,1921772,18,
2472,GUAIFENESIN,1244675,18,
2473,SULFACETAMIDE SODIUM,1006120,18,
2474,QUERCETIN,9060,18,
2475,RANITIDINE HYDROCHLORIDE,312773,18,
2476,USTEKINUMAB,2705581,18,
2477,CAMPHOR (SYNTHETIC),418604,18,
2478,BENZETHONIUM CHLORIDE,1192505,18,
2479,PHYLLANTHUS NIRURI WHOLE,1374404,18,
2480,DIMENHYDRINATE,1245184,18,
2481,ALUMINUM CHLORIDE,966557,18,
2482,DICLOFENAC SODIUM,855906,18,
2483,OLANZAPINE,485968,18,
2484,SODIUM POLYSTYRENE SULFONATE,313072,18,
2485,CAMPHOR (SYNTHETIC),1089847,18,
2486,SALMETEROL XINAFOATE,866048,18,
2487,KALANCHOE DAIGREMONTIANA LEAF,1535221,18,
2488,ACETAMINOPHEN,2677914,18,
2489,CLINDAMYCIN HYDROCHLORIDE,197518,17,
2490,ACYCLOVIR,197312,17,
2491,SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE,221090,17,
2492,FENOFIBRATE,1442163,17,
2493,INSULIN LISPRO,1652639,17,
2494,DIPHENHYDRAMINE HYDROCHLORIDE,1049880,17,
2495,CLINDAMYCIN PHOSPHATE,1737244,17,
2496,AMPICILLIN SODIUM,205843,17,
2497,DEXMEDETOMIDINE HYDROCHLORIDE,309710,17,
2498,MENTHOL,311502,17,
2499,ISOPROPYL ALCOHOL,797541,17,
2500,ACETAMINOPHEN,836395,17,
2501,ACETAMINOPHEN,2677915,17,
2502,TRIPELENNAMINE,2711712,17,
2503,DEXTROMETHORPHAN HYDROBROMIDE,1119541,17,
2504,MENTHOL,415976,17,
2505,DAPSONE,197558,17,
2506,PRAZOSIN HYDROCHLORIDE,312594,17,
2507,BAPTISIA TINCTORIA,992917,17,
2508,LANOLIN,664981,17,
2509,DIETHYLPROPION HYDROCHLORIDE,978654,17,
2510,7-OXODEHYDROEPIANDROSTERONE 3-ACETATE,1747869,17,
2511,PETROLATUM,2717957,17,
2512,PETROLATUM,1252009,17,
2513,TERAZOSIN HYDROCHLORIDE,260376,17,
2514,CIPROFLOXACIN HYDROCHLORIDE,403908,17,
2515,VALSARTAN,1996254,17,
2516,LIDOCAINE HYDROCHLORIDE ANHYDROUS,1299236,17,
2517,ACETAMINOPHEN,1867684,17,
2518,ARISAEMA TRIPHYLLUM ROOT,1309954,17,
2519,ACETAMINOPHEN,2049223,16,
2520,BACILLUS ANTHRACIS IMMUNOSERUM RABBIT,1322549,16,
2521,QUETIAPINE FUMARATE,312744,16,
2522,AMITRIPTYLINE HYDROCHLORIDE,856853,16,
2523,BETA VULGARIS,1368205,16,
2524,AMLODIPINE BESYLATE,404011,16,
2525,CLIOQUINOL,1606483,16,
2526,ARTEMISIA VULGARIS ROOT,1341384,16,
2527,PAROXETINE HYDROCHLORIDE HEMIHYDRATE,312242,16,
2528,HYDROCORTISONE,197783,16,
2529,HYDROXYZINE DIHYDROCHLORIDE,995281,16,
2530,CAMPHORIC ACID, (+)-,2264361,16,
2531,DABIGATRAN ETEXILATE MESYLATE,1037045,16,
2532,FINASTERIDE,310346,16,
2533,MOMETASONE FUROATE MONOHYDRATE,1797865,16,
2534,QUERCUS AGRIFOLIA WHOLE,2043272,16,
2535,MENTHOL,1039690,16,
2536,HYACINTHOIDES NON-SCRIPTA,1428043,16,
2537,ALETRIS FARINOSA ROOT,1309950,16,
2538,PREGABALIN,483448,16,
2539,FLUCONAZOLE,310353,16,
2540,TALAZOPARIB TOSYLATE,2099954,16,
2541,PAROXETINE MESYLATE,1430122,16,
2542,CAMPHOR (SYNTHETIC),1793147,16,
2543,INSULIN ASPART,1653202,16,
2544,ASPIDOSPERMA QUEBRACHO-BLANCO BARK,1309812,16,
2545,GARLIC,265647,16,
2546,POTASSIUM ALUM,221456,16,
2547,CAPTOPRIL,308962,16,
2548,AMPICILLIN SODIUM,240984,16,
2549,SOMATROPIN,885385,15,
2550,METHYLPHENIDATE HYDROCHLORIDE,1091497,15,
2551,PALONOSETRON HYDROCHLORIDE,1728050,15,
2552,CLEMATIS RECTA FLOWERING TOP,1309774,15,
2553,PINUS SYLVESTRIS WHOLE,1800666,15,
2554,ANHYDROUS CITRIC ACID,1792396,15,
2555,HEPARIN,2670461,15,
2556,NILOTINIB,746606,15,
2557,ASTRAGALUS NUTTALLII LEAF,1309768,15,
2558,GUAIFENESIN,197741,15,
2559,HYDROCORTISONE,604449,15,
2560,GLIPIZIDE,861736,15,
2561,PHENYL ISOTHIOCYANATE,1368174,15,
2562,TETRACYCLINE HYDROCHLORIDE,1542813,15,
2563,ISOFLURANE,542347,15,
2564,EFAVIRENZ,349477,15,
2565,PRAMOXINE HYDROCHLORIDE,57555,15,
2566,RIBOFLAVIN 5-PHOSPHATE OPHTHALMIC,2727363,15,
2567,CALCIUM GLUCONATE MONOHYDRATE,197435,15,
2568,ACER NEGUNDO WOOD,2121052,15,
2569,PROMETHAZINE HYDROCHLORIDE,992460,15,
2570,COLISTIMETHATE SODIUM,1117522,15,
2571,BELZUTIFAN,2567231,15,
2572,BENZOYL PEROXIDE,809316,15,
2573,TIROFIBAN HYDROCHLORIDE,1737471,15,
2574,PREGABALIN,187832,15,
2575,AMLODIPINE BESYLATE,898353,15,
2576,AMYL NITRITE,742,15,
2577,URTICA URENS,1370792,15,
2578,SINCALIDE,208236,15,
2579,SODIUM CHLORIDE,351179,14,
2580,TIMOLOL MALEATE,1923428,14,
2581,TRETINOIN,250939,14,
2582,EPINEPHRINE BITARTRATE,1010751,14,
2583,AMPHETAMINE ASPARTATE MONOHYDRATE,1927610,14,
2584,NITROGLYCERIN,198039,14,
2585,CHRYSOPOGON ZIZANIOIDES ROOT,1309956,14,
2586,ANTIMONY TRIIODIDE,1423913,14,
2587,LIDOCAINE HYDROCHLORIDE,2675768,14,
2588,PSEUDOEPHEDRINE HYDROCHLORIDE,1049670,14,
2589,CARBINOXAMINE MALEATE,1012904,14,
2590,APPLE,1424865,14,
2591,CALCIUM CARBONATE,1432465,14,
2592,HYDROCORTISONE,2677688,14,
2593,HERRING SPERM DNA,1314256,14,
2594,ARANEUS DIADEMATUS,1353218,14,
2595,HYDROCORTISONE ACETATE,1234506,14,
2596,LABETALOL,896758,14,
2597,METHYL SALICYLATE,238542,14,
2598,PENICILLIN G POTASSIUM,863538,14,
2599,SALICYLIC ACID,2641586,14,
2600,BUPROPION HYDROCHLORIDE,993691,14,
2601,SODIUM FLUORIDE,245598,14,
2602,ACETAMINOPHEN,1659967,14,
2603,INSULIN ASPART,847191,14,
2604,BROMFENAC SODIUM,1790141,14,
2605,ACETAMINOPHEN,1659960,14,
2606,CEFPROZIL,197452,14,
2607,DEFLAZACORT,1870964,14,
2608,ISOPROPYL ALCOHOL,581698,14,
2609,EPHEDRINE SULFATE,2586841,13,
2610,AMIVANTAMAB,2549734,13,
2611,METOCLOPRAMIDE HYDROCHLORIDE,311670,13,
2612,HYDROCORTISONE ACETATE,1234512,13,
2613,ELAMIPRETIDE HYDROCHLORIDE,2725604,13,
2614,CEANOTHUS AMERICANUS LEAF,1309757,13,
2615,DASIGLUCAGON,2535238,13,
2616,HALOBETASOL PROPIONATE,977978,13,
2617,CHLORHEXIDINE ACETATE,2359,13,
2618,TEMAZEPAM,198243,13,
2619,TRIMETHOBENZAMIDE HYDROCHLORIDE,1726680,13,
2620,DROPERIDOL,282485,13,
2621,ACONITUM NAPELLUS ROOT,1330284,13,
2622,AMBROSIA ARTEMISIIFOLIA POLLEN,896140,13,
2623,SODIUM BICARBONATE,36676,13,
2624,OXCARBAZEPINE,283536,13,
2625,LUTETIUM LU-177 VIPIVOTIDE TETRAXETAN,2597057,13,
2626,SODIUM CHLORIDE,1146022,13,
2627,ACETAMINOPHEN,2678231,13,
2628,ACYCLOVIR,197313,13,
2629,APIS MELLIFERA VENOM,854163,13,
2630,ATENOLOL,197382,13,
2631,ACETAMINOPHEN,2678223,13,
2632,PROPRANOLOL HYDROCHLORIDE,856569,13,
2633,ALPRAZOLAM,308048,13,
2634,PEMETREXED DISODIUM,2602136,13,
2635,ARALIA RACEMOSA ROOT,1309833,13,
2636,TOXOPLASMA GONDII DNA,2530891,13,
2637,ACETONE,178,13,
2638,ORLISTAT,692876,13,
2639,CLEMASTINE FUMARATE,857461,12,
2640,SALICYLIC ACID,2707560,12,
2641,CITRIC ACID MONOHYDRATE,2385348,12,
2642,EPINEPHRINE BITARTRATE,1010768,12,
2643,PREDNISOLONE SODIUM PHOSPHATE,283077,12,
2644,AMMONIUM CATION,1313310,12,
2645,DEXTROMETHORPHAN HYDROBROMIDE,1111663,12,
2646,ATROPINE SULFATE,1190572,12,
2647,SACUBITRIL,1656349,12,
2648,SACUBITRIL,1656354,12,
2649,METHSCOPOLAMINE BROMIDE,314088,12,
2650,TOBRAMYCIN,313415,12,
2651,ASTRAGALUS PROPINQUUS ROOT,1309814,12,
2652,DEXTROMETHORPHAN HYDROBROMIDE,1044949,12,
2653,MULTIPLE VITAMINS INJECTION,1304559,12,
2654,PRAMOXINE HYDROCHLORIDE,1246075,12,
2655,POTASSIUM CHLORIDE,312515,12,
2656,BENZPHETAMINE HYDROCHLORIDE,904368,12,
2657,ALOGLIPTIN BENZOATE,1368385,12,
2658,HYDROCORTISONE,198706,12,
2659,ZINC OXIDE,418822,12,
2660,ALCOHOL,1663812,12,
2661,MENTHOL,2669723,12,
2662,ACETAMINOPHEN,2670677,12,
2663,FLECAINIDE ACETATE,886662,12,
2664,KETAMINE HYDROCHLORIDE,206967,12,
2665,ALENDRONATE SODIUM,904431,12,
2666,BUPRENORPHINE,351266,12,
2667,CYCLOBENZAPRINE HYDROCHLORIDE,828353,12,
2668,MISOPROSTOL,311727,12,
2669,ATOMOXETINE HYDROCHLORIDE,608139,11,
2670,BACITRACIN ZINC,308498,11,
2671,CAPSAICIN,2677801,11,
2672,MAGNESIUM CHLORIDE,800925,11,
2673,IMIQUIMOD,310982,11,
2674,ADENOSINE CYCLIC PHOSPHATE,1314330,11,
2675,LIDOCAINE HYDROCHLORIDE,1723991,11,
2676,PETROLATUM,1037285,11,
2677,TRAZODONE HYDROCHLORIDE,856369,11,
2678,TRANSFORMING GROWTH FACTOR BETA-1,1426465,11,
2679,CARBOXYMETHYLCELLULOSE SODIUM,1100650,11,
2680,CITRIC ACID MONOHYDRATE,2588964,11,
2681,BENZENE,1311295,11,
2682,LIGHT MINERAL OIL,702008,11,
2683,ATOVAQUONE,864675,11,
2684,ALCOHOL,1047755,11,
2685,CHLOROXYLENOL,2002728,11,
2686,OXACILLIN SODIUM,312127,11,
2687,LEVOTHYROXINE SODIUM ANHYDROUS,966219,11,
2688,STANNOUS FLUORIDE,583459,11,
2689,CHLOROXYLENOL,1150812,11,
2690,BEDAQUILINE FUMARATE,1364509,11,
2691,ACETAMINOPHEN,856940,11,
2692,ACETAMINOPHEN,1919076,11,
2693,DOCUSATE SODIUM,1245686,11,
2694,PREGABALIN,1988974,11,
2695,TOLMETIN SODIUM,198297,11,
2696,CILOSTAZOL,242461,11,
2697,DEXTROAMPHETAMINE SULFATE,884522,11,
2698,SERTRALINE HYDROCHLORIDE,312941,11,
2699,ETRAVIRINE,754761,10,
2700,BISOPROLOL FUMARATE,854919,10,
2701,DIMETHICONE, UNSPECIFIED,1602161,10,
2702,LIDOCAINE HYDROCHLORIDE,1595624,10,
2703,CHLAMYDIA TRACHOMATIS,1318474,10,
